,user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url,,Drought,,Tip,Workshop,,Information,Motivation,Skills,,Subsidy,Bill,,Regulations,Behavioral,Incentives
403,245885568,9.30E+17,1510598286,OtayWater,On #WorldKindnessDay be kind to your water bill! Rebates on premium high-efficiency toilets are available to @OtayWater customers! Details via @sdcwa: https://t.co/QpOw0fdTBK. https://t.co/Zw38wEI73I,Twitter Web Client,175,NA,NA,NA,FALSE,FALSE,2,1,NA,NA,WorldKindnessDay,NA,bit.ly/2iTX73j,https://t.co/QpOw0fdTBK,http://bit.ly/2iTX73j,http://pbs.twimg.com/media/DOiHLG0UIAAlrpd.jpg,https://t.co/Zw38wEI73I,https://twitter.com/OtayWater/status/930142745770958848/photo/1,photo,http://pbs.twimg.com/media/DOiHLG0UIAAlrpd.jpg,https://t.co/Zw38wEI73I,https://twitter.com/OtayWater/status/930142745770958848/photo/1,NA,"c(""245885568"", ""16244050"")","c(""OtayWater"", ""sdcwa"")",en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/OtayWater/status/930142745770958848,Otay Water District,"Spring Valley, CA","Providing exceptional water and sewer service to nearly 226,000 customers in southeastern San Diego County.",https://t.co/y1kqbSpUX2,FALSE,2160,503,73,4316,1561,1296581973,FALSE,https://t.co/y1kqbSpUX2,http://www.otaywater.gov,NA,https://pbs.twimg.com/profile_banners/245885568/1602183589,http://abs.twimg.com/images/themes/theme16/bg.gif,http://pbs.twimg.com/profile_images/1031656819020554240/zDiVZ4pu_normal.jpg,,1,,,,,,,,,1,,,,,1
406,38734174,7.96E+17,1478712605,BeingWaterWise,Please adjust you irrigation timer for the fall and winter months. Your garden doesn't need the same amount of... https://t.co/W60XbhFKCI,Facebook,137,NA,NA,NA,FALSE,FALSE,1,2,NA,NA,NA,NA,fb.me/7IxaxTO8I,https://t.co/W60XbhFKCI,http://fb.me/7IxaxTO8I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/BeingWaterWise/status/796404505587789824,Western MWD,"Riverside, CA","Providing water resource management and water, wastewater and recycled water services for nearly 1 million people in Inland SoCal. https://t.co/CfyosMq5dY.",https://t.co/JykrHfD3dX,FALSE,4506,382,146,6220,3689,1241813389,TRUE,https://t.co/JykrHfD3dX,http://wmwd.com,NA,https://pbs.twimg.com/profile_banners/38734174/1565890260,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1161435319356362752/KRWd4z-U_normal.jpg,,1,,1,,,,,1,,,,,,1,
410,16262993,17875901061,1278430822,LongBeachWater,"A little extra drizzle keeps the water usage low, the water usage low, the water usage low.. (tune of spoonful of sugar) everybody now :)",Twitter Web Client,137,NA,NA,NA,FALSE,FALSE,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/LongBeachWater/status/17875901061,Long Beach Water,"Long Beach, CA","The standard in water conservation and environmental stewardship. For emergency water service requests, please call (562) 570-2390.",https://t.co/EkcCTFMPlN,FALSE,7063,2297,244,3191,318,1221251044,FALSE,https://t.co/EkcCTFMPlN,http://www.lbwater.org/,NA,https://pbs.twimg.com/profile_banners/16262993/1588801198,http://abs.twimg.com/images/themes/theme14/bg.gif,http://pbs.twimg.com/profile_images/765693924681711617/j0lA2DjY_normal.jpg,,1,,,,,1,1,,,,,,,1,
417,2334768636,1.14E+18,1560533732,vallecitoswater,"Ready to remove your high-water use turf &amp; replace it w/ water-wise beauty? VWD recently hosted free WaterSmart Landscape Makeover classes, offered thru @sdcwa, to help customers make the switch. Watch this video to learn benefits of participating in this program. https://t.co/1EFERhQasF",Twitter Web App,268,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,http://pbs.twimg.com/ext_tw_video_thumb/1139586587505782784/pu/img/iCDfQ9w5zBKW22LQ.jpg,https://t.co/1EFERhQasF,https://twitter.com/vallecitoswater/status/1139587188058808320/video/1,photo,http://pbs.twimg.com/ext_tw_video_thumb/1139586587505782784/pu/img/iCDfQ9w5zBKW22LQ.jpg,https://t.co/1EFERhQasF,https://twitter.com/vallecitoswater/status/1139587188058808320/video/1,NA,16244050,sdcwa,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/vallecitoswater/status/1139587188058808320,Vallecitos Water 💦,"San Marcos, CA","Water & wastewater specialists, providing exceptional & sustainable services. Tweets only monitored during business hours. After-hours emergency #760-744-0461.",http://t.co/jpzVVWOP5F,FALSE,1279,388,43,4263,4510,1391934374,FALSE,http://t.co/jpzVVWOP5F,http://www.vwd.org,NA,https://pbs.twimg.com/profile_banners/2334768636/1551476808,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/885619217097031680/zkO9uwky_normal.jpg,,1,,,1,,,,1,,,,,,1,
418,932945646,1.31E+18,1601683986,PAUtilities,"It's not too late to register for tomorrow's rainwater harvesting webinar! Learn about capturing rainwater on your property with rain gardens, rain barrels, and cisterns to help conserve water and reduce runoff volume. Learn more and register at https://t.co/evMyKL1jDk https://t.co/IDC6Y5TOLW",Twitter Web App,269,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,bawsca.org/classes_2.php?…,https://t.co/evMyKL1jDk,http://bawsca.org/classes_2.php?id_evnt=341,http://pbs.twimg.com/media/EjXQCrwUwAABPN9.jpg,https://t.co/IDC6Y5TOLW,https://twitter.com/PAUtilities/status/1312183862596784128/photo/1,photo,http://pbs.twimg.com/media/EjXQCrwUwAABPN9.jpg,https://t.co/IDC6Y5TOLW,https://twitter.com/PAUtilities/status/1312183862596784128/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/PAUtilities/status/1312183862596784128,Palo Alto Utilities,City of Palo Alto,"Supplier of electricity, gas, water, & sewer services to Palo Alto residents & businesses. Celebrating over 125 years of service in 2021! Power to the people!",https://t.co/hi6TTBmVZG,FALSE,3879,684,77,3072,1785,1352322819,FALSE,https://t.co/hi6TTBmVZG,http://www.cityofpaloalto.org/utilities,NA,https://pbs.twimg.com/profile_banners/932945646/1608189917,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/961425414882144256/IjRP9-6d_normal.jpg,,1,,,1,,,,1,,,,,,1,
420,17369233,7.44E+17,1466182517,LVMWD,Send us your low-water-use garden photos! https://t.co/kBmxyS2KLz https://t.co/3R3QEefPeC,Hootsuite,65,NA,NA,NA,FALSE,FALSE,6,2,NA,NA,NA,NA,lvmwd.info/1RSDR0d,https://t.co/kBmxyS2KLz,http://lvmwd.info/1RSDR0d,http://pbs.twimg.com/media/ClKvLvsWMAEc4S_.jpg,https://t.co/3R3QEefPeC,https://twitter.com/LVMWD/status/743849507394363392/photo/1,photo,http://pbs.twimg.com/media/ClKvLvsWMAEc4S_.jpg,https://t.co/3R3QEefPeC,https://twitter.com/LVMWD/status/743849507394363392/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/LVMWD/status/743849507394363392,Las Virgenes MWD,"Calabasas, CA USA","Providing safe, reliable drinking water and wastewater treatment services to 65,000+ customers. Call (818) 251-2100 to report a water or sewer emergency.",http://t.co/2nlpsQJLTQ,FALSE,2207,1230,99,5599,5056,1226596594,FALSE,http://t.co/2nlpsQJLTQ,http://www.lvmwd.com,NA,https://pbs.twimg.com/profile_banners/17369233/1600866739,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1184593310524104705/uVvcEDju_normal.jpg,,1,,,,,1,,,,,,,,1,
422,17369233,7.17E+17,1459812780,LVMWD,Tell us which artworks you'd like to see in our 2017 water awareness calendar: https://t.co/4B8Ld4g62D @LVUSD https://t.co/uYsrLC6B75,Twitter Web Client,133,NA,NA,NA,FALSE,FALSE,3,2,NA,NA,NA,NA,lvmwd.info/1WYHfsz,https://t.co/4B8Ld4g62D,http://lvmwd.info/1WYHfsz,http://pbs.twimg.com/media/CfPEkTFUIAAwpw9.jpg,https://t.co/uYsrLC6B75,https://twitter.com/LVMWD/status/717132894141939712/photo/1,photo,http://pbs.twimg.com/media/CfPEkTFUIAAwpw9.jpg,https://t.co/uYsrLC6B75,https://twitter.com/LVMWD/status/717132894141939712/photo/1,NA,194609573,LVUSD,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/LVMWD/status/717132894141939712,Las Virgenes MWD,"Calabasas, CA USA","Providing safe, reliable drinking water and wastewater treatment services to 65,000+ customers. Call (818) 251-2100 to report a water or sewer emergency.",http://t.co/2nlpsQJLTQ,FALSE,2207,1230,99,5599,5056,1226596594,FALSE,http://t.co/2nlpsQJLTQ,http://www.lvmwd.com,NA,https://pbs.twimg.com/profile_banners/17369233/1600866739,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1184593310524104705/uVvcEDju_normal.jpg,,1,,,,,1,,,,,,,,1,
424,17369233,7.18E+17,1459914610,LVMWD,California misses water conservation target. Please keep saving 💦 https://t.co/jMtxuyWo40 via @AssociatedPress https://t.co/eKbNheNRj3,Hootsuite,134,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,bit.ly/1S94ITQ,https://t.co/jMtxuyWo40,http://bit.ly/1S94ITQ,http://pbs.twimg.com/media/CfVJBLcUUAESg5v.jpg,https://t.co/eKbNheNRj3,https://twitter.com/LVMWD/status/717560000915369984/photo/1,photo,http://pbs.twimg.com/media/CfVJBLcUUAESg5v.jpg,https://t.co/eKbNheNRj3,https://twitter.com/LVMWD/status/717560000915369984/photo/1,NA,49304503,AssociatedPress,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/LVMWD/status/717560000915369984,Las Virgenes MWD,"Calabasas, CA USA","Providing safe, reliable drinking water and wastewater treatment services to 65,000+ customers. Call (818) 251-2100 to report a water or sewer emergency.",http://t.co/2nlpsQJLTQ,FALSE,2207,1230,99,5599,5056,1226596594,FALSE,http://t.co/2nlpsQJLTQ,http://www.lvmwd.com,NA,https://pbs.twimg.com/profile_banners/17369233/1600866739,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1184593310524104705/uVvcEDju_normal.jpg,,1,,,,,1,,,,,,,1,1,
428,1183996111,9.77E+17,1521747524,RowlandWater,"Today marks #WorldWaterDay. It's a great time to stop and think about the importance of water in our daily lives. Learn more here: https://t.co/RtmBK4NQpR 

We'd love to hear...What does #WorldWaterDay mean to you?#CVWDwater https://t.co/HAN4yhcZpf",Twitter Web Client,140,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,WorldWaterDay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190336760,cvwdwater,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.77E+17,"Today marks #WorldWaterDay. It's a great time to stop and think about the importance of water in our daily lives. Learn more here: https://t.co/RtmBK4NQpR 

We'd love to hear...What does #WorldWaterDay mean to you?#CVWDwater https://t.co/HAN4yhcZpf",1521747292,Twitter Web Client,1,1,190336760,cvwdwater,Cucamonga Valley Water District,1278,163,2005,"Rancho Cucamonga, CA","CVWD provides high quality, reliable water and wastewater services to Rancho Cucamonga, and portions of Fontana, Ontario, and Upland.",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/RowlandWater/status/976906037566488577,Rowland Water District,"Rowland Heights, CA","Your trusted water resource! Serving Rowland Heights, @industry_ca, @WestCovinaCity, @CityofLaPuente, @HaciendaHeight_
 #DiscoverRWD",http://t.co/qQZRj4kVYM,FALSE,630,789,17,1684,2958,1360968669,FALSE,http://t.co/qQZRj4kVYM,http://www.rowlandwater.com,NA,https://pbs.twimg.com/profile_banners/1183996111/1603143154,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/3764145030/cf42004fac236c3aa946c6f5a04e54c7_normal.png,,1,,,,,1,,,,,,,,1,
432,2334768636,1.10E+18,1551207523,vallecitoswater,"These water-wise beauties are gracing the registration tables at today’s State of the City Address, reminding attendees that regardless of the recent rain, #ConservationIsForLife. @SMChamberCA https://t.co/B3ODw5BejX",Twitter for iPhone,192,NA,NA,NA,FALSE,FALSE,4,0,NA,NA,ConservationIsForLife,NA,NA,NA,NA,http://pbs.twimg.com/media/D0WnwgeVYAAq333.jpg,https://t.co/B3ODw5BejX,https://twitter.com/vallecitoswater/status/1100470230805958656/photo/1,photo,"c(""http://pbs.twimg.com/media/D0WnwgeVYAAq333.jpg"", ""http://pbs.twimg.com/media/D0WnwgdUYAAVgsx.jpg"", ""http://pbs.twimg.com/media/D0WnwhTUUAArxAS.jpg"")","c(""https://t.co/B3ODw5BejX"", ""https://t.co/B3ODw5BejX"", ""https://t.co/B3ODw5BejX"")","c(""https://twitter.com/vallecitoswater/status/1100470230805958656/photo/1"", ""https://twitter.com/vallecitoswater/status/1100470230805958656/photo/1"", ""https://twitter.com/vallecitoswater/status/1100470230805958656/photo/1"")",NA,44799682,SMChamberCA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/vallecitoswater/status/1100470230805958656,Vallecitos Water 💦,"San Marcos, CA","Water & wastewater specialists, providing exceptional & sustainable services. Tweets only monitored during business hours. After-hours emergency #760-744-0461.",http://t.co/jpzVVWOP5F,FALSE,1279,388,43,4263,4510,1391934374,FALSE,http://t.co/jpzVVWOP5F,http://www.vwd.org,NA,https://pbs.twimg.com/profile_banners/2334768636/1551476808,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/885619217097031680/zkO9uwky_normal.jpg,,1,,,,,1,,,,,,,,1,
436,1551505850,5.03E+17,1408653012,SanJuanWtrDist,Doing laundry requires a lot of water. Cut down on your water use and only wash full loads of laundry.http://t.co/xBk0bsbS9R,TweetDeck,124,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,goo.gl/AAm311,http://t.co/xBk0bsbS9R,http://goo.gl/AAm311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/SanJuanWtrDist/status/502553276487716864,San Juan Water Dist.,"Office in Granite Bay, CA","Providing reliable, high-quality water from Folsom Lake to our 265,000 customers.",http://t.co/WWuQ26KABE,FALSE,377,230,7,1320,1003,1372366603,FALSE,http://t.co/WWuQ26KABE,http://www.sjwd.org,NA,https://pbs.twimg.com/profile_banners/1551505850/1529444854,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/958820648570073089/bq63WrOT_normal.jpg,,1,,1,,,,,1,,,,,,1,
437,2327619312,8.04E+17,1480434938,DWAwater,Save thousands of gallons a year by taking care of leaks. #TuesdayTip #savewater #fightthedrought https://t.co/3Ei1wTlOha,Twitter Web Client,138,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,"c(""TuesdayTip"", ""savewater"", ""fightthedrought"")",NA,NA,NA,NA,http://pbs.twimg.com/media/CycIaqlUoAAc2aT.jpg,https://t.co/3Ei1wTlOha,https://twitter.com/valleywater/status/803620315100123137/photo/1,photo,http://pbs.twimg.com/media/CycIaqlUoAAc2aT.jpg,https://t.co/3Ei1wTlOha,https://twitter.com/valleywater/status/803620315100123137/photo/1,NA,14792742,valleywater,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04E+17,Save thousands of gallons a year by taking care of leaks. #TuesdayTip #savewater #fightthedrought https://t.co/3Ei1wTlOha,1480432988,Sprout Social,0,1,14792742,valleywater,valleywater,4162,454,3300,"San Jose, California","Providing Silicon Valley safe, clean water and natural flood protection for a healthy life, environment, and economy.",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/DWAwater/status/803628493103722500,Desert Water Agency,"Palm Springs, CA","Desert Water Agency is a public, non-profit agency and State Water Contractor, serving a 325-square-mile area in the Palm Springs area. Follow/RT not endorsment",http://t.co/vXkP2LfYsk,FALSE,1204,1516,35,2451,975,1391543013,FALSE,http://t.co/vXkP2LfYsk,http://www.dwa.org,NA,https://pbs.twimg.com/profile_banners/2327619312/1492721567,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/430810508329902080/_XM7Wm9l_normal.jpeg,,1,,1,,,,,1,,,,,,1,
438,305260616,3.90E+17,1381773469,venturawaterCA,"Environmental Specialist Jill Sarick talks to a full house at the FREE Water Wise Class held this past Saturday,... http://t.co/exlcX36i9h",Facebook,138,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,fb.me/6x4rRPVvI,http://t.co/exlcX36i9h,http://fb.me/6x4rRPVvI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/venturawaterCA/status/389812301714702336,Ventura Water,"Ventura, California",A Trusted Life Source for Generations- Ventura Water provides safe and reliable water and wastewater services to the City of Ventura.,https://t.co/bUz9nShaDw,FALSE,1927,585,43,3695,168,1306362650,FALSE,https://t.co/bUz9nShaDw,http://www.venturawater.net,NA,https://pbs.twimg.com/profile_banners/305260616/1584552166,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1455821592/110720_Ventura_Waterlogoweb180_normal.jpg,,1,,,1,,1,,1,,,,,,1,
439,38734174,8.87E+17,1500321437,BeingWaterWise,Thx 4 RT @RainHarvestSys https://t.co/t4ty6aEIpD,Hootsuite,48,NA,NA,NA,TRUE,FALSE,2,0,NA,NA,NA,NA,twitter.com/BeingWaterWise…,https://t.co/t4ty6aEIpD,https://twitter.com/BeingWaterWise/status/885153092773302273,NA,NA,NA,NA,NA,NA,NA,NA,47737597,RainHarvestSys,und,8.85E+17,We support #SmartIrrigationMonth so join us in educating the community about efficient water use. Let's make every drop count! #BeWaterWise https://t.co/pSzej4njUh,1499871917,Hootsuite,6,1,38734174,BeingWaterWise,Western MWD,4506,382,6220,"Riverside, CA","Providing water resource management and water, wastewater and recycled water services for nearly 1 million people in Inland SoCal. https://t.co/CfyosMq5dY.",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/BeingWaterWise/status/887038517351772160,Western MWD,"Riverside, CA","Providing water resource management and water, wastewater and recycled water services for nearly 1 million people in Inland SoCal. https://t.co/CfyosMq5dY.",https://t.co/JykrHfD3dX,FALSE,4506,382,146,6220,3689,1241813389,TRUE,https://t.co/JykrHfD3dX,http://wmwd.com,NA,https://pbs.twimg.com/profile_banners/38734174/1565890260,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1161435319356362752/KRWd4z-U_normal.jpg,,1,,,,,1,,,,,,,,1,
445,2327619312,7.17E+17,1459888388,DWAwater,"Perception of #CADrought relief may depend on where you are. North better than last year, central about same. https://t.co/lVNCtvZTDf",Twitter Web Client,140,NA,NA,NA,FALSE,TRUE,0,21,NA,NA,CADrought,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354890464,ucanrwater,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.16E+17,"Perception of #CADrought relief may depend on where you are. North better than last year, central about same. https://t.co/lVNCtvZTDf",1459451751,TweetDeck,8,21,1354890464,ucanrwater,UC Water Institute,10140,2745,20557,"California, USA","University of California, Agriculture & Natural Resources, California Institute for Water Resources. Water research & extension. Tweets, RTs not endorsements.",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/DWAwater/status/717450018324516864,Desert Water Agency,"Palm Springs, CA","Desert Water Agency is a public, non-profit agency and State Water Contractor, serving a 325-square-mile area in the Palm Springs area. Follow/RT not endorsment",http://t.co/vXkP2LfYsk,FALSE,1204,1516,35,2451,975,1391543013,FALSE,http://t.co/vXkP2LfYsk,http://www.dwa.org,NA,https://pbs.twimg.com/profile_banners/2327619312/1492721567,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/430810508329902080/_XM7Wm9l_normal.jpeg,,1,,,,,1,,,,,,,,1,
446,1551505850,3.87E+17,1381170608,SanJuanWtrDist,Undetected leaks can be a huge water waster &amp; cost you money! Learn how to check for a leak w/ our helpful video. http://t.co/s0P89ohHoL,TweetDeck,140,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,tinyurl.com/mv7umy7,http://t.co/s0P89ohHoL,http://tinyurl.com/mv7umy7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/SanJuanWtrDist/status/387283716524892160,San Juan Water Dist.,"Office in Granite Bay, CA","Providing reliable, high-quality water from Folsom Lake to our 265,000 customers.",http://t.co/WWuQ26KABE,FALSE,377,230,7,1320,1003,1372366603,FALSE,http://t.co/WWuQ26KABE,http://www.sjwd.org,NA,https://pbs.twimg.com/profile_banners/1551505850/1529444854,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/958820648570073089/bq63WrOT_normal.jpg,,1,,1,,,,,1,,,,,,1,
447,2281087598,9.49E+17,1515004865,PlacerWater,Rainfall forecast from the NAM shows rain getting to the coast around noon and then spreading inland for the afternoon and evening hours. Could see thunderstorms as well. #cawx #thunder #bayarea https://t.co/bl18sVtef6,Twitter Web Client,139,NA,NA,NA,FALSE,TRUE,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596687292,NWSBayArea,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.49E+17,Rainfall forecast from the NAM shows rain getting to the coast around noon and then spreading inland for the afternoon and evening hours. Could see thunderstorms as well. #cawx #thunder #bayarea https://t.co/bl18sVtef6,1514983823,TweetDeck,19,15,596687292,NWSBayArea,NWS Bay Area,106926,498,46886,"San Francisco, CA",Official Twitter account for the National Weather Service San Francisco Bay Area. Details: http://t.co/mRyGMe9zKB,TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/PlacerWater/status/948625278665928705,placerwater,Placer County,"Delivering reliable water, producing hydroelectric energy, and serving as a steward over Placer County’s water resources.",http://t.co/CBvv7DGpBt,FALSE,801,304,25,1371,127,1389124152,FALSE,http://t.co/CBvv7DGpBt,http://www.pcwa.net,NA,https://pbs.twimg.com/profile_banners/2281087598/1499385762,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1245769577872494592/NoPxkl3j_normal.jpg,,1,,,,,1,,,,,,,,1,
