"","screen_name","user_id","status_id","created_at","text","Drought","...1","supplier_name","public_water_system_id","county","hydrologic_region","climate_zone","total_population_served","reference_2014_population","Water System Name","Water System Classification","Water System Ownership","Physical location City","Physical location Zip","Website URL","wdist_id","Website","District Governance Type(special district, for-profit, or city)","Old Twitter handle","Twitter handle"
"24","CityofBenicia",30895301,6.18946e+17,"7/9/15 0:52","Celebrating the 10th anniversary of the City of Benicia Open Government Ordinance! http://t.co/j7gpWCH9DS",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"25","CityofBenicia",30895301,1.52e+18,"1651508157","05/02/22 City of Benicia This Week
Message from the City Manager, COVID Assistance, Library Welcomes VOENA for Outdoor Concert, Planning for Climate Change in Benicia, City Celebrates Building Safety Month, National Historic Preservation Month and more at https://t.co/0LjVdWaQhM. https://t.co/xPBAwxwB2Z",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"26","CityofBenicia",30895301,8.38107e+17,"3/4/17 19:19","Free CPR Training:  Benicia Fire Department is offering FREE Hands-Only CPR Training on Saturday, April 15
9:00... https://t.co/8gVU7Yyjuu",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"27","CityofBenicia",30895301,7.15e+17,"1459365111","SOCIAL SECURITY UPDATE:  Congressman Mike Thompson (CA-05) and Congressman John Larson (D-CT) are hosting a... https://t.co/kAslz6uFLF",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"28","CityofBenicia",30895301,6.58688e+17,"10/26/15 16:52","OPENINGS ON CITY BOARDS/COMMITTEES/COMMISSIONS: Do you want to have a say in your local government? We are... https://t.co/yysNgKFJco",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"29","CityofBenicia",30895301,7.87e+17,"1476540006","I posted a new photo to Facebook https://t.co/Kw5BBNEnJx",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"30","CityofBenicia",30895301,9.2e+17,"1508164874","The 10/15/17 edition of City of Benicia This Week has been posted at... https://t.co/LiV9UYMwJ1",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"31","CityofBenicia",30895301,1.19648e+18,"11/18/19 17:34","11/18/19: City of Benicia This Week
Message from the City Manager, Potential PSPS Event Wednesday, Benicia is a Storm Ready Community, Shop Small for the Holidays, Santa Is... https://t.co/cMPPFqUtFX",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"32","CityofBenicia",30895301,1.09e+18,"1548988559","https://t.co/65nQ98ARxi",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"33","CityofBenicia",30895301,6.64e+17,"1447257601","HOLIDAY CLOSURE:  Benicia City Offices, the Benicia Community Center and the Benicia Public Library will be... https://t.co/C9M8s1v9FJ",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"34","CityofBenicia",30895301,7.26e+17,"1461859451","Prescription Drug Take-Back:  The countywide Prescription Drug Take-Back day is Saturday, 10AM – 2PM at Benicia... https://t.co/Xmtm7KDHuk",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"35","CityofBenicia",30895301,6.9543e+17,"2/5/16 2:13","https://t.co/rhbNO4fEwf",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"36","CityofBenicia",30895301,7.86371e+17,"10/13/16 1:00","The construction contractor building the Bus Hub Park and Ride lot at the intersection of Park Road and... https://t.co/BHnYYTjcpf",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"37","CityofBenicia",30895301,1.39e+18,"1621280980","PRESS RELEASE:  Cancellation of Traditional 4th of July Events, Alternative Neighborhood Events to be Announced
Read more at:
https://t.co/aiWFLJtXCL",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"38","CityofBenicia",30895301,8.61e+17,"1494014083","Update:  Based on EPA testing, shelter in place has been lifted at Matthew Turner Elemertary. Shelter in place... https://t.co/4xbrKRtf4d",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"39","CityofBenicia",30895301,1.07e+18,"1544554367","A reminder from @BeniciaFireDepartment. https://t.co/ZESBGCGH1Y",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"40","CityofBenicia",30895301,6.3e+17,"1438989302","CalTrans announces overnight connector closure at I-80/I-680 Monday, August 10 - Thursday, August 13,... http://t.co/20bQfBwysv",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"41","CityofBenicia",30895301,6.17e+17,"1435954008","http://t.co/qdKuHz0NVH",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"42","CityofBenicia",30895301,7.57e+17,"1469202780","From Benicia Fire Department: So much history to share with the community. Thanks to the Benicia Historical... https://t.co/txab3m7DiP",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"43","CityofBenicia",30895301,1.09e+18,"1549479774","It's the first Wednesday of the month and we're testing our alert system. Are you registered? Start the new year by registering today because we can't notify you if we can't reach you.
If you live, work or play in... https://t.co/dLdmILuWqP",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"44","CityofBenicia",30895301,8.61e+17,"1494016098","Update 1:20 PM: Based on the results of EPA monitor testing, shelter in place has been lifted at Matthew Turner... https://t.co/OIvb6NKYVE",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"45","CityofBenicia",30895301,1.03745e+18,"9/5/18 21:03","🎗️ https://t.co/DjtPhfqnMI",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"46","CityofBenicia",30895301,6.2935e+17,"8/6/15 17:56","CITIZENS’ GOVERNMENT ACADEMY: You are invited to participate in the next Citizens’ Government Academy.... http://t.co/3q0kRHmhgw",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"47","CityofBenicia",30895301,9.90272e+17,"4/28/18 16:48","This weekend! https://t.co/gQiQfEyrh9",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"48","CityofBenicia",30895301,1.35196e+18,"1/20/21 18:31","The City of Benicia is hosting an interactive remote workshop for the Eastern Gateway Study. The workshop will be on Thursday, January 21, 6 - 8 p.m., via Zoom. Details at https://t.co/AxjqLJtk8s.
Questions? Contact Danielle Crider at dcrider@ci.benicia.ca.us or 707.746.4324. https://t.co/8odu4DDWg9",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"49","CityofBenicia",30895301,7.52e+17,"1468022738","July 8, 2016, BENICIA - On behalf of the City of Benicia, Mayor Elizabeth Patterson states, “we must continue to... https://t.co/KsH6p2QDMI",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"50","CityofBenicia",30895301,1.3918e+18,"5/10/21 17:18","05/10/21 City of Benicia This Week:
Message from the City Manager, Updated Guidance for Fully Vaccinated, Pop-up Book Sale at the Library, Prescription Drug Drop-off, City Employee Spotlight, COVID Assistance  and more at https://t.co/awzZkcwpm5. https://t.co/GH0FtRiljg",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"51","CityofBenicia",30895301,1.09e+18,"1547770673","911 for Kids training at local schools by police/fire dispatchers make calling for help a little easier... https://t.co/h19C6FqmEm",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"52","CityofBenicia",30895301,9.38e+17,"1512369353","The 12/03/17 edition of City of Benicia This Week has been posted at... https://t.co/AgFFCT1RDt",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"53","CityofBenicia",30895301,1.4154e+18,"7/14/21 19:50","COVID-19 Rent Relief Program:
Interested landlords and renters can check eligibility and apply at https://t.co/fkrPNTWKP4 or by calling 833-430-2122. https://t.co/mgsxBjQOIG",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"54","CityofBenicia",30895301,7.28741e+17,"5/7/16 0:20","Please be alert and drive with caution during the current roadwork projec on I-780.

Public Works Update: The... https://t.co/u39tFAmoJy",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"55","CityofBenicia",30895301,5.88e+17,"1429112427","Why are US flags at half staff today? By Presidential Proclamation, April 15 has been designated as a Day of... http://t.co/P32CiPA7KQ",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"56","CityofBenicia",30895301,7.94357e+17,"11/4/16 1:52","City Manager's Report 11/03/16-
Here's the latest edition of the CITY MANAGER'S REPORT by Interim City Manager... https://t.co/cJj3JGhtEd",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"57","CityofBenicia",30895301,7.79e+17,"1474505536","Benicia Marina Closure, Update on Sheen in Waterways

The City of Benicia has continued to monitor the events of... https://t.co/KE8nbDPavp",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"58","CityofBenicia",30895301,7.13e+17,"1458867598","Here's the latest edition of the CITY MANAGER'S REPORT by City Manager Brad Kilger. It's full of information on... https://t.co/05bUb5ht0J",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"59","CityofBenicia",30895301,7.25474e+17,"4/27/16 23:57","We need your help!!
The City of Benicia is working on an update to our Local Hazard Mitigation Plan. For anyone... https://t.co/0XgIjdJVvM",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"60","CityofBenicia",30895301,1.41e+18,"1623872772","Solano County Press Release: Solano County moves beyond the Blueprint, COVID-19 Health Order rescinded as the State removes masks mandate and capacity limitations from businesses

https://t.co/Om7jXgTHB6",0,158,"Benicia  City of","CA4810001","Solano","San Francisco Bay",12,28086,28086,"CITY OF BENICIA",NA,"Local Government","BENICIA","94510-1036","www.ci.benicia.ca.us",NA,NA,"city",NA,"@CityofBenicia"
"61","CityOfLomaLinda",117560494,1.18e+18,"1571321193","Celebrating the opening of 87 new apartments for low-income veterans in Loma Linda. SM Jill Hancock, Dept. Supervisors Kim Craig and Melissa Johnson joined Assemblyman James Ramos and Loma Linda Mayor Rhodes Rigsby to cut the ribbon. #ChooseToServe https://t.co/pjKcNdcZPP",0,176,"Loma Linda  City of *","CA3610013","San Bernardino","South Coast",10,24482,23261,"LOMA LINDA",NA,NA,NA,NA,NA,NA,NA,"city",NA,"@CityOfLomaLinda"
"62","CityOfLomaLinda",117560494,1.24294e+18,"3/25/20 22:38","Support local business! Here's a list of Loma Linda restaurants that are open for take out: https://t.co/0wZlZH3THn",0,176,"Loma Linda  City of *","CA3610013","San Bernardino","South Coast",10,24482,23261,"LOMA LINDA",NA,NA,NA,NA,NA,NA,NA,"city",NA,"@CityOfLomaLinda"
"63","CityOfLomaLinda",117560494,8.52e+17,"1491855264","Our thoughts &amp; prayers are with North Park Elementary families and @SanBernardinoPD &amp; @sbcountysheriff &amp; @SBCOUNTYFIRE.",0,176,"Loma Linda  City of *","CA3610013","San Bernardino","South Coast",10,24482,23261,"LOMA LINDA",NA,NA,NA,NA,NA,NA,NA,"city",NA,"@CityOfLomaLinda"
"64","CityOfLomaLinda",117560494,1.18e+18,"1571355481","We have T-shirts available to help raise awareness and money for local Breast Cancer research. $20. Shirts can be purchased at Loma Linda Fire Station 251 at 11325 Loma Linda Drive or City Hall between 8am-4pm Monday through Thursday. Thank you, friends. https://t.co/7qkiTolJdw",0,176,"Loma Linda  City of *","CA3610013","San Bernardino","South Coast",10,24482,23261,"LOMA LINDA",NA,NA,NA,NA,NA,NA,NA,"city",NA,"@CityOfLomaLinda"
"65","CityOfLomaLinda",117560494,1.04e+18,"1537885201","Know a senior who needs assistance caring for their pet's medical expenses?  We might be able to help!  Click here for more information: 
https://t.co/J2HIusPtRD",0,176,"Loma Linda  City of *","CA3610013","San Bernardino","South Coast",10,24482,23261,"LOMA LINDA",NA,NA,NA,NA,NA,NA,NA,"city",NA,"@CityOfLomaLinda"
"66","CityOfLomaLinda",117560494,9.033e+17,"8/31/17 16:53","@MYTVPC It was for a critical missing elderly man. He was located this morning by the Loma Linda Deputies and Fire Dept.",0,176,"Loma Linda  City of *","CA3610013","San Bernardino","South Coast",10,24482,23261,"LOMA LINDA",NA,NA,NA,NA,NA,NA,NA,"city",NA,"@CityOfLomaLinda"
